"npi","nb_article","annee"
"'dietary supplement', 'endurance training', 'muscle stretching exercises', 'quercetin', 'vitamins'","1.0","2010.0"
"'endurance training', 'walking'","1.0","2010.0"
"'dietary supplement', 'chinese herbal drugs', 'endurance training'","1.0","2010.0"
"'calcium', 'beverages', 'magnesium'","1.0","2010.0"
"'dietary supplement', 'diet', 'endurance training', 'muscle stretching exercises'","1.0","2010.0"
"'dance therapy', 'endurance training', 'muscle stretching exercises'","1.0","2010.0"
"'dietary supplement', 'endurance training', 'resistance training', 'fenugreek'","1.0","2010.0"
"'diet', 'muscle stretching exercises', 'food'","1.0","2010.0"
"'cold-water immersion'","1.0","2010.0"
"'water exercise interventions'","1.0","2010.0"
"'fasting', 'diet'","1.0","2010.0"
"'dietary supplement', 'muscle stretching exercises', 'food', 'amino acids', 'beta-alanine'","1.0","2010.0"
"'dietary supplement', 'muscle stretching exercises', 'leucine'","1.0","2010.0"
"'massage'","1.0","2010.0"
"'applied kinesiology'","1.0","2010.0"
"'dietary supplement', 'endurance training', 'creatine'","1.0","2010.0"
"'dietary supplement', 'quercetin'","1.0","2010.0"
"'dietary carbohydrates', 'diet', 'endurance training'","1.0","2010.0"
"'diet', 'endurance training'","1.0","2010.0"
"'breathing exercises'","1.0","2010.0"
"'chiropractic manipulation', 'manual therapy'","1.0","2010.0"
"'endurance training', 'muscle stretching exercises', 'vitamin e'","1.0","2010.0"
"'dietary supplement', 'minerals', 'silicon dioxide', 'fasting', 'aerobic exercise', 'rice'","1.0","2010.0"
"'alcoholic beverages'","1.0","2010.0"
"'endurance training', 'phytotherapy', 'ginseng', 'kaempferia parviflora'","1.0","2010.0"
"'endurance training', 'diet'","1.0","2010.0"
"'dietary carbohydrates', 'diet', 'fasting'","1.0","2010.0"
"'endurance training', 'calcium'","1.0","2010.0"
"'hypnosis'","1.0","2010.0"
"'dietary supplement', 'endurance training', 'quercetin', 'food', 'plants', 'flavonoids'","1.0","2010.0"
"'diet', 'dietary carbohydrates', 'food', 'aerobic exercise'","1.0","2010.0"
"'dietary supplement', 'resistance training', 'aerobic exercise'","1.0","2010.0"
"'dietary carbohydrates', 'endurance training', 'diet'","1.0","2010.0"
"'endurance training', 'iron'","1.0","2010.0"
"'branched-chain amino acids', 'amino acids'","1.0","2010.0"
"'dietary supplement'","1.0","2010.0"
"'fasting', 'muscle stretching exercises'","1.0","2010.0"
"'breathing exercises', 'oscillating positive expiratory pressure'","1.0","2010.0"
"'endurance training', 'creatine'","1.0","2010.0"
"'ice ingestion'","1.0","2010.0"
"'muscle stretching exercises', 'endurance training'","1.0","2010.0"
"'endurance training', 'physiotherapy'","1.0","2010.0"
"'heart rate variability biofeedback'","1.0","2010.0"
"'food'","1.0","2010.0"
"'calcium'","1.0","2010.0"
"'endurance training', 'cold-water immersion'","1.0","2010.0"
"'endurance training'","29.0","2005.0"
"'muscle stretching exercises'","20.0","2005.0"
"'endurance training', 'muscle stretching exercises'","5.0","2005.0"
"'walking'","4.0","2005.0"
"'physiotherapy'","4.0","2005.0"
"'creatine', 'dietary supplement'","3.0","2005.0"
"'weight lifting'","3.0","2005.0"
"'coffee'","2.0","2005.0"
"'creatine', 'dietary supplement', 'endurance training'","2.0","2005.0"
"'resistance training'","2.0","2005.0"
"'exercise movement techniques', 'endurance training'","2.0","2005.0"
"'weight lifting', 'resistance training', 'vitamin c', 'vitamin e', 'creatine'","1.0","2005.0"
"'creatine', 'dietary supplement', 'endurance training', 'aerobic exercise'","1.0","2005.0"
"'amino acids', 'alcoholic beverages'","1.0","2005.0"
"'muscle stretching exercises', 'creatine', 'walking'","1.0","2005.0"
"'dietary supplement', 'ephedra', 'plants, medicinal', 'food'","1.0","2005.0"
"'creatine', 'dietary supplement', 'resistance training'","1.0","2005.0"
"'carotenoids', 'dietary supplement', 'lycopene'","1.0","2005.0"
"'electric stimulation therapy', 'endurance training'","1.0","2005.0"
"'muscle stretching exercises', 'resistance training', 'aerobic exercise', 'non pharmacological interventions'","1.0","2005.0"
"'endurance training', 'resistance training', 'pulmonary rehabilitation'","1.0","2005.0"
"'diet', 'muscle stretching exercises', 'walking'","1.0","2005.0"
"'arginine', 'dietary supplement', 'endurance training'","1.0","2005.0"
"'adrenal extract'","1.0","2005.0"
"'dietary supplement', 'health education', 'glucosamine'","1.0","2005.0"
"'creatine'","1.0","2005.0"
"'breathing exercises', 'relaxation therapy'","1.0","2005.0"
"'aerobic exercise'","1.0","2005.0"
"'glutamine', 'food', 'endurance training'","1.0","2005.0"
"'coffee', 'muscle stretching exercises'","1.0","2005.0"
"'beverages', 'endurance training'","1.0","2005.0"
"'dietary carbohydrates', 'dietary fats', 'diet', 'minerals', 'muscle stretching exercises', 'vitamins', 'calcium', 'iron', 'folic acid'","1.0","2005.0"
"'hyperbaric oxygenation', 'muscle stretching exercises'","1.0","2005.0"
"'vitamin c', 'diet', 'dietary supplement', 'magnesium', 'minerals', 'food', 'endurance training', 'muscle stretching exercises', 'vitamin a', 'vitamin b complex', 'vitamin e', 'vitamins', 'zinc sulfate', 'iron', 'folic acid', 'vitamin b 12'","1.0","2005.0"
"'exercise movement techniques', 'endurance training', 'plyometric exercise', 'creatine', 'walking'","1.0","2005.0"
"'manual therapy'","1.0","2005.0"
"'endurance training', 'weight lifting'","1.0","2005.0"
"'beverages', 'food'","1.0","2005.0"
"'adrenal extract', 'fish oils'","1.0","2005.0"
"'dietary supplement', 'iodine'","1.0","2005.0"
"'food', 'endurance training'","1.0","2005.0"
"'endurance training', 'muscle stretching exercises', 'creatine'","1.0","2005.0"
"'creatine', 'dietary supplement', 'aerobic exercise'","1.0","2005.0"
"'calcium', 'creatine'","1.0","2005.0"
"'high-intensity interval training'","1.0","2005.0"
"'muscle stretching exercises', 'physiotherapy'","1.0","2005.0"
"'muscle stretching exercises', 'walking', 'aerobic exercise'","1.0","2005.0"
"'diet', 'physiotherapy'","1.0","2005.0"
"'dietary carbohydrates', 'endurance training'","1.0","2005.0"
"'dietary carbohydrates', 'diet'","1.0","2005.0"
"'endurance training', 'weight lifting', 'resistance training'","1.0","2005.0"
"'endurance training', 'muscle stretching exercises', 'aerobic exercise', 'stress management'","1.0","2005.0"
"'behavior therapy'","1.0","2005.0"
"'bandages', 'wrestling'","1.0","2005.0"
"'electric stimulation therapy', 'muscle stretching exercises'","1.0","2005.0"
"'endurance training', 'aerobic exercise'","1.0","2005.0"
"'beverages', 'coffee', 'dietary carbohydrates'","1.0","2005.0"
"'dietary carbohydrates', 'beverages'","1.0","2005.0"
"'health education', 'muscle stretching exercises'","1.0","2005.0"
"'muscle stretching exercises', 'aerobic exercise'","1.0","2005.0"
"'endurance training', 'iron'","1.0","2005.0"
"'dietary supplement', 'phytotherapy'","1.0","2005.0"
"'dietary supplement', 'health education', 'creatine'","1.0","2005.0"
"'massage', 'chiropractic manipulation', 'muscle stretching exercises'","1.0","2005.0"
"'coffee', 'melatonin', 'phototherapy'","1.0","2005.0"
"'muscle stretching exercises', 'walking'","1.0","2005.0"
"'beverages'","1.0","2005.0"
"'dietary supplement', 'diet', 'vitamins', 'minerals', 'amino acids', 'phytotherapy'","1.0","2005.0"
"'hyperbaric oxygenation', 'hyperbaric oxygen therapy'","1.0","2005.0"
"'dietary carbohydrates', 'endurance training', 'beverages'","1.0","2005.0"
"'coffee', 'weight lifting', 'aerobic exercise', 'ephedra'","1.0","2005.0"
"'endurance training', 'high-intensity interval training'","1.0","2005.0"
"'endurance training', 'walking'","1.0","2005.0"
"'health education'","1.0","2005.0"
"'iron'","1.0","2005.0"
"'anthocyanins', 'beverages', 'dietary supplement'","1.0","2005.0"
"'diet'","1.0","2005.0"
"'diet', 'vitamin e', 'beta carotene'","1.0","2005.0"
"'dietary supplement', 'health education', 'creatine', 'counseling', 'ephedra', 'coffee'","1.0","2005.0"
"'dietary supplement', 'endurance training', 'phytotherapy', 'ginseng'","1.0","2005.0"
"'melatonin', 'phototherapy'","1.0","2005.0"
"'resistance training', 'eggs'","1.0","2005.0"
"'massage', 'heart rate variability biofeedback'","1.0","2005.0"
"'coffee', 'dietary supplement', 'ephedra', 'creatine', 'vitamins', 'minerals', 'food'","1.0","2005.0"
"'cognitive behavioral therapy', 'health education', 'melatonin', 'psychotherapy'","1.0","2005.0"
"'alcoholic beverages'","1.0","2005.0"
"'dietary carbohydrates', 'endurance training', 'walking'","1.0","2005.0"
"'melatonin'","1.0","2005.0"
"'cryotherapy', 'chiropractic manipulation', 'manual therapy'","1.0","2005.0"
"'dietary carbohydrates', 'endurance training', 'diet'","1.0","2005.0"
"'electric stimulation therapy', 'health education', 'muscle stretching exercises'","1.0","2005.0"
"'facilitator to screening'","1.0","2005.0"
"'endurance training', 'creatine'","1.0","2005.0"
"'cryotherapy', 'physiotherapy'","1.0","2005.0"
"'dietary carbohydrates', 'diet', 'beverages'","1.0","2005.0"
"'muscle stretching exercises', 'endurance training'","1.0","2005.0"
"'dietary carbohydrates', 'dietary fats', 'endurance training'","1.0","2005.0"
"'endurance training', 'muscle stretching exercises', 'weight lifting'","1.0","2005.0"
"'food'","1.0","2005.0"
"'wrestling'","1.0","2005.0"
"'dietary carbohydrates', 'fruit', 'endurance training', 'food', 'carnitine', 'coffee'","1.0","2005.0"
"'endurance training'","31.0","2006.0"
"'muscle stretching exercises'","13.0","2006.0"
"'endurance training', 'muscle stretching exercises'","8.0","2006.0"
"'muscle stretching exercises', 'aerobic exercise'","4.0","2006.0"
"'diet'","3.0","2006.0"
"'coffee'","3.0","2006.0"
"'resistance training'","3.0","2006.0"
"'creatine', 'dietary supplement'","2.0","2006.0"
"'physiotherapy'","2.0","2006.0"
"'health education'","2.0","2006.0"
"'endurance training', 'muscle stretching exercises', 'resistance training'","2.0","2006.0"
"'counseling'","2.0","2006.0"
"'weight lifting'","2.0","2006.0"
"'coffee', 'endurance training'","2.0","2006.0"
"'muscle stretching exercises', 'music therapy', 'physiotherapy', 'spiritual therapies'","1.0","2006.0"
"'dietary carbohydrates', 'dietary fiber', 'diet', 'endurance training', 'resistance training'","1.0","2006.0"
"'endurance training', 'walking'","1.0","2006.0"
"'endurance training', 'muscle stretching exercises', 'walking', 'physiotherapy', 'health education'","1.0","2006.0"
"'dietary supplement', 'diet', 'muscle stretching exercises', 'resistance training', 'vitamin c', 'creatine', 'glucosamine', 'coffee'","1.0","2006.0"
"'calcium', 'carbohydrate-restricted diet', 'dietary carbohydrates', 'endurance training', 'diet'","1.0","2006.0"
"'resisted sled training'","1.0","2006.0"
"'endurance training', 'weight lifting'","1.0","2006.0"
"'wave therapy', 'shock wave therapy'","1.0","2006.0"
"'amino acids', 'dietary supplement', 'endurance training', 'creatine', 'fasting'","1.0","2006.0"
"'diet', 'dietary supplement', 'beverages', 'endurance training', 'vitamins', 'minerals', 'food'","1.0","2006.0"
"'branched-chain amino acids', 'dietary supplement', 'glutamine', 'whey proteins', 'resistance training', 'fasting', 'amino acids', 'protein supplementation'","1.0","2006.0"
"'cryotherapy'","1.0","2006.0"
"'muscle stretching exercises', 'high-intensity interval training', 'pulmonary rehabilitation'","1.0","2006.0"
"'physiotherapy', 'muscle stretching exercises'","1.0","2006.0"
"'dietary supplement', 'food', 'antioxidant supplementation'","1.0","2006.0"
"'beverages', 'dietary carbohydrates'","1.0","2006.0"
"'dietary supplement', 'endurance training', 'vitamin e', 'creatine'","1.0","2006.0"
"'diet', 'vitamin a', 'food'","1.0","2006.0"
"'muscle relaxation', 'muscle stretching exercises', 'physiotherapy'","1.0","2006.0"
"'dairy products', 'endurance training', 'calcium'","1.0","2006.0"
"'muscle stretching exercises', 'vitamin d'","1.0","2006.0"
"'endurance training', 'resistance training', 'cold-water immersion'","1.0","2006.0"
"'arginine', 'endurance training', 'weight lifting'","1.0","2006.0"
"'dietary carbohydrates', 'dietary supplement', 'diet', 'endurance training'","1.0","2006.0"
"'branched-chain amino acids', 'diet'","1.0","2006.0"
"'muscle stretching exercises', 'physiotherapy'","1.0","2006.0"
"'endurance training', 'muscle stretching exercises', 'creatine'","1.0","2006.0"
"'endurance training', 'resistance training', 'aerobic exercise'","1.0","2006.0"
"'dietary supplement', 'endurance training', 'bovine colostrum'","1.0","2006.0"
"'endurance training', 'calcium'","1.0","2006.0"
"'adrenal extract'","1.0","2006.0"
"'branched-chain amino acids', 'fasting', 'diet', 'leucine'","1.0","2006.0"
"'amino acids', 'dietary carbohydrates', 'dietary supplement', 'resistance training', 'leucine'","1.0","2006.0"
"'creatine', 'dietary supplement', 'endurance training', 'weight lifting', 'resistance training', 'beta-alanine'","1.0","2006.0"
"'calcium', 'muscle stretching exercises', 'vitamin d'","1.0","2006.0"
"'yoga'","1.0","2006.0"
"'dietary carbohydrates', 'endurance training'","1.0","2006.0"
"'wrestling'","1.0","2006.0"
"'electric stimulation therapy', 'health education', 'muscle stretching exercises', 'physiotherapy', 'ehealth device', 'virtual reality'","1.0","2006.0"
"'video-based education'","1.0","2006.0"
"'calcium', 'dietary supplement', 'vitamin d'","1.0","2006.0"
"'dietary carbohydrates', 'dietary fats', 'endurance training', 'diet', 'heart rate variability biofeedback'","1.0","2006.0"
"'endurance training', 'high-intensity interval training'","1.0","2006.0"
"'calcium', 'dietary carbohydrates', 'endurance training', 'diet'","1.0","2006.0"
"'beverages', 'endurance training', 'arginine'","1.0","2006.0"
"'dance therapy'","1.0","2006.0"
"'body image', 'health education'","1.0","2006.0"
"'muscle stretching exercises', 'weight lifting', 'resistance training'","1.0","2006.0"
"'coffee', 'endurance training', 'energy drinks'","1.0","2006.0"
"'dietary supplement', 'endurance training', 'phytotherapy', 'rhodiola rosea'","1.0","2006.0"
"'beverages', 'dietary carbohydrates', 'dietary supplement', 'endurance training'","1.0","2006.0"
"'muscle stretching exercises', 'heart rate variability biofeedback'","1.0","2006.0"
"'beverages', 'dietary carbohydrates', 'dietary supplement', 'endurance training', 'orange juice', 'apple'","1.0","2006.0"
"'creatine', 'vegetarian diet', 'diet', 'endurance training', 'vitamin c', 'vitamin d', 'vitamin e', 'calcium', 'milk', 'soy milk', 'food', 'iron', 'vitamin d3', 'vitamin b 12'","1.0","2006.0"
"'muscle stretching exercises', 'health education'","1.0","2006.0"
"'endurance training', 'linoleic acid', 'aerobic exercise'","1.0","2006.0"
"'dietary fats', 'endurance training', 'muscle stretching exercises', 'diet'","1.0","2006.0"
"'dietary supplement', 'ginseng', 'endurance training', 'phytotherapy'","1.0","2006.0"
"'creatine'","1.0","2006.0"
"'dietary supplement', 'muscle stretching exercises'","1.0","2006.0"
"'magnetic therapy', 'endurance training'","1.0","2006.0"
"'endurance training', 'pulmonary rehabilitation'","1.0","2006.0"
"'ephedra'","1.0","2006.0"
"'dietary supplement', 'phytoestrogens'","1.0","2006.0"
"'endurance training', 'aerobic exercise'","1.0","2006.0"
"'fatty acids, unsaturated', 'vitamin e'","1.0","2006.0"
"'muscle stretching exercises', 'diet', 'aerobic exercise'","1.0","2006.0"
"'breathing exercises', 'endurance training'","1.0","2006.0"
"'endurance training', 'cold-water immersion'","1.0","2006.0"
"'endurance training', 'weight lifting', 'resistance training', 'aerobic exercise'","1.0","2006.0"
"'muscle stretching exercises', 'music therapy'","1.0","2006.0"
"'health education', 'diet', 'muscle stretching exercises'","1.0","2006.0"
"'plants'","1.0","2006.0"
"'electric stimulation therapy', 'muscle stretching exercises', 'resistance training'","1.0","2006.0"
"'dietary carbohydrates', 'beverages'","1.0","2006.0"
"'continuous passive motion'","1.0","2006.0"
