"out","nb_article","annee"
"'sport performance|physical performance|strength performance|muscle strength|inspiratory muscle strength'","1.0","2006.0"
"'sport performance|health|injuries|neurological injuries|concussion'","1.0","2006.0"
"'sport performance|economical|cost-effectiveness'","1.0","2006.0"
"'sport performance|physical performance|power performance', 'sport performance|physical performance|resistance exercise performance'","1.0","2006.0"
"'sport performance|health|reconditioning|restore performance functions|physiological function', 'sport performance|health|rehabilitation'","1.0","2006.0"
"'sport performance|physiological performance|homeostasis'","1.0","2006.0"
"'sport performance|physical performance|strength performance|muscle strength', 'sport performance|physical performance|velocity|swimming velocity'","1.0","2006.0"
"'sport performance|physical performance|endurance performance|endurance exercise performance', 'sport performance|mental performance|cognitive performance|cognitive function', 'sport performance|mental performance|mental health|mental disorders|mental fatigue'","1.0","2006.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|cycling performance', 'sport performance|physiological performance|muscle metabolism|muscle glycogen', 'sport performance|physiological performance|muscle metabolism|muscle glycogen|muscle glycogen content'","1.0","2006.0"
"'physiological performance|specific environnement adaptations|altitude performance|blood parameters|total hemoglobin mass', 'sport performance|physical performance|endurance performance|aerobic performance'","1.0","2006.0"
"'sport performance|physical performance|strength performance'","1.0","2006.0"
"'skill performance|motor skill performance|gross motor skill performance|running performance|sprint time'","1.0","2006.0"
"'sport performance|health|cardiovascular health'","1.0","2006.0"
"'sport performance|physical performance|power performance|cycling power|sprint cycling power'","1.0","2006.0"
"'sport performance|physiological performance|body composition|weight loss'","1.0","2006.0"
"'sport performance|physical performance|power performance|muscle power'","1.0","2006.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|swimming performance'","1.0","2006.0"
"'sport performance|physiological performance|fat metabolism'","1.0","2006.0"
"'sport performance|performance recovery|physiological recovery|muscle soreness'","1.0","2006.0"
"'sport performance|physical performance|endurance performance|anaerobic endurance performance|anaerobic performance', 'sport performance|physical performance|power performance|anaerobic power'","1.0","2006.0"
"'sport performance|physiological performance|heart rate', 'sport performance|mental performance|mental health|mental disorders|depression'","1.0","2006.0"
"'sport performance|physical performance|strength performance|muscle strength', 'sport performance|physiological performance|body composition|muscle mass', 'sport performance|health|organ system/region illnesses|neurological illnesses|muscle weakness', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","2006.0"
"'sport performance|physical performance|strength performance|muscle strength'","1.0","2006.0"
"'physiological performance|specific environnement adaptations|altitude performance|blood parameters|haemoglobin concentration'","1.0","2006.0"
"'sport performance|performance recovery|physiological recovery|muscle damage'","1.0","2006.0"
"'sport performance|health|rehabilitation|reflex control|reflex', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","2006.0"
"'sport performance|physiological performance|homeostasis|thermal homeostasis', 'sport performance|physiological performance|homeostasis'","1.0","2006.0"
"'sport performance|physical performance|exercise performance', 'sport performance|physiological performance|stroke volume'","1.0","2006.0"
"'sport performance|physiological performance|body composition'","1.0","2006.0"
"'sport performance|physiological performance|muscle metabolism|muscle glycogen', 'sport performance|physiological performance|muscle metabolism|muscle glycogen|muscle glycogen resynthesis'","1.0","2006.0"
"'sport performance|physiological performance|heart rate', 'sport performance|physiological performance|heart rate|heart rate variability'","1.0","2006.0"
"'sport performance|health|rehabilitation', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","2006.0"
"'sport performance|performance recovery|physical recovery|recovery of locomotor performance|motor recovery', 'sport performance|health|rehabilitation'","1.0","2006.0"
"'adverse effects related to consumption|renal side effects'","1.0","2006.0"
"'sport performance|physical performance|velocity', 'sport performance|physical performance|exercise performance', 'sport performance|health|rehabilitation'","1.0","2006.0"
"'sport performance|physical performance|strength performance|muscle hypertrophy'","1.0","2006.0"
"'sport performance|physical performance|strength performance|maximum strength'","1.0","2006.0"
"'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|physiological strain'","1.0","2006.0"
"'sport performance|physiological performance|heart rate', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|adverse effect'","1.0","2006.0"
"'sport performance|performance recovery|faster recovery'","1.0","2006.0"
"'sport performance|performance recovery|physiological recovery|muscle damage', 'health|rehabilitation|restore balance|muscular balance rehabilitation|muscle flexibility'","1.0","2006.0"
"'sport performance|physiological performance|specific environnement adaptations|hydration', 'sport performance|mental performance|emotion management|stress management|stress'","1.0","2006.0"
